sninamn,year,forb_fos
jrbk_serv,2003,
jrbk_serv,2004,
jrbk_serv,2005,
jrbk_serv,2006,
jrbk_serv,2007,
jrbk_serv,2008,16763
jrbk_serv,2009,15998
jrbk_serv,2010,17731
jrbk_serv,2011,17268
jrbk_serv,2012,16837
jrbk_serv,2013,16326
jrbk_serv,2014,15419
jrbk_serv,2015,15126
jrbk_serv,2016,14405
jrbk_serv,2017,13997
jrbk_serv,2018,12211
jrbk_serv,2019,12502
jrbk_serv,2020,11806
jrbk_serv,2021,11862
jrbk_serv,2022,10341
jrbk_serv,2023,
skgb,2003,
skgb,2004,
skgb,2005,
skgb,2006,
skgb,2007,
skgb,2008,14211
skgb,2009,13934
skgb,2010,14198
skgb,2011,14905
skgb,2012,14270
skgb,2013,13444
skgb,2014,13103
skgb,2015,12949
skgb,2016,11988
skgb,2017,11620
skgb,2018,10894
skgb,2019,11223
skgb,2020,10872
skgb,2021,10693
skgb,2022,9144
skgb,2023,
fsk_vatn,2003,
fsk_vatn,2004,
fsk_vatn,2005,
fsk_vatn,2006,
fsk_vatn,2007,
fsk_vatn,2008,2182
fsk_vatn,2009,1992
fsk_vatn,2010,1849
fsk_vatn,2011,1694
fsk_vatn,2012,1671
fsk_vatn,2013,1639
fsk_vatn,2014,1590
fsk_vatn,2015,1539
fsk_vatn,2016,1465
fsk_vatn,2017,1367
fsk_vatn,2018,1288
fsk_vatn,2019,1222
fsk_vatn,2020,1170
fsk_vatn,2021,1187
fsk_vatn,2022,1177
fsk_vatn,2023,
utv_min,2003,
utv_min,2004,
utv_min,2005,
utv_min,2006,
utv_min,2007,
utv_min,2008,8419
utv_min,2009,7057
utv_min,2010,9427
utv_min,2011,9410
utv_min,2012,9713
utv_min,2013,9736
utv_min,2014,10241
utv_min,2015,10024
utv_min,2016,9771
utv_min,2017,9814
utv_min,2018,9511
utv_min,2019,9405
utv_min,2020,9621
utv_min,2021,9330
utv_min,2022,8644
utv_min,2023,
livs_dk,2003,
livs_dk,2004,
livs_dk,2005,
livs_dk,2006,
livs_dk,2007,
livs_dk,2008,9473
livs_dk,2009,9771
livs_dk,2010,9352
livs_dk,2011,9352
livs_dk,2012,8975
livs_dk,2013,8388
livs_dk,2014,7896
livs_dk,2015,6811
livs_dk,2016,7019
livs_dk,2017,6540
livs_dk,2018,6146
livs_dk,2019,5895
livs_dk,2020,5833
livs_dk,2021,4890
livs_dk,2022,4515
livs_dk,2023,
tilv_txtl,2003,
tilv_txtl,2004,
tilv_txtl,2005,
tilv_txtl,2006,
tilv_txtl,2007,
tilv_txtl,2008,784
tilv_txtl,2009,715
tilv_txtl,2010,728
tilv_txtl,2011,656
tilv_txtl,2012,600
tilv_txtl,2013,557
tilv_txtl,2014,497
tilv_txtl,2015,439
tilv_txtl,2016,418
tilv_txtl,2017,384
tilv_txtl,2018,301
tilv_txtl,2019,297
tilv_txtl,2020,269
tilv_txtl,2021,263
tilv_txtl,2022,285
tilv_txtl,2023,
ind_tra,2003,
ind_tra,2004,
ind_tra,2005,
ind_tra,2006,
ind_tra,2007,
ind_tra,2008,3025
ind_tra,2009,2927
ind_tra,2010,3052
ind_tra,2011,3008
ind_tra,2012,2746
ind_tra,2013,2527
ind_tra,2014,2388
ind_tra,2015,2448
ind_tra,2016,3454
ind_tra,2017,3575
ind_tra,2018,3771
ind_tra,2019,3757
ind_tra,2020,3689
ind_tra,2021,3755
ind_tra,2022,3569
ind_tra,2023,
msa_ppr,2003,
msa_ppr,2004,
msa_ppr,2005,
msa_ppr,2006,
msa_ppr,2007,
msa_ppr,2008,22639
msa_ppr,2009,18720
msa_ppr,2010,19627
msa_ppr,2011,17842
msa_ppr,2012,16348
msa_ppr,2013,13159
msa_ppr,2014,11306
msa_ppr,2015,10382
msa_ppr,2016,12496
msa_ppr,2017,12089
msa_ppr,2018,13066
msa_ppr,2019,12239
msa_ppr,2020,11382
msa_ppr,2021,11791
msa_ppr,2022,10714
msa_ppr,2023,
grf_rep,2003,
grf_rep,2004,
grf_rep,2005,
grf_rep,2006,
grf_rep,2007,
grf_rep,2008,450
grf_rep,2009,398
grf_rep,2010,361
grf_rep,2011,350
grf_rep,2012,353
grf_rep,2013,281
grf_rep,2014,264
grf_rep,2015,250
grf_rep,2016,207
grf_rep,2017,210
grf_rep,2018,206
grf_rep,2019,211
grf_rep,2020,170
grf_rep,2021,162
grf_rep,2022,140
grf_rep,2023,
ind_stnkl,2003,
ind_stnkl,2004,
ind_stnkl,2005,
ind_stnkl,2006,
ind_stnkl,2007,
ind_stnkl,2008,37623
ind_stnkl,2009,37988
ind_stnkl,2010,37904
ind_stnkl,2011,36079
ind_stnkl,2012,40328
ind_stnkl,2013,37791
ind_stnkl,2014,35562
ind_stnkl,2015,39342
ind_stnkl,2016,30157
ind_stnkl,2017,27821
ind_stnkl,2018,30391
ind_stnkl,2019,26994
ind_stnkl,2020,28996
ind_stnkl,2021,37802
ind_stnkl,2022,37459
ind_stnkl,2023,
tilv_kem,2003,
tilv_kem,2004,
tilv_kem,2005,
tilv_kem,2006,
tilv_kem,2007,
tilv_kem,2008,11757
tilv_kem,2009,9963
tilv_kem,2010,11574
tilv_kem,2011,10858
tilv_kem,2012,11331
tilv_kem,2013,9375
tilv_kem,2014,8658
tilv_kem,2015,9900
tilv_kem,2016,8255
tilv_kem,2017,8343
tilv_kem,2018,8214
tilv_kem,2019,7716
tilv_kem,2020,8824
tilv_kem,2021,9522
tilv_kem,2022,9069
tilv_kem,2023,
gmi_pls,2003,
gmi_pls,2004,
gmi_pls,2005,
gmi_pls,2006,
gmi_pls,2007,
gmi_pls,2008,1424
gmi_pls,2009,1350
gmi_pls,2010,1595
gmi_pls,2011,1158
gmi_pls,2012,1016
gmi_pls,2013,925
gmi_pls,2014,911
gmi_pls,2015,841
gmi_pls,2016,851
gmi_pls,2017,797
gmi_pls,2018,728
gmi_pls,2019,671
gmi_pls,2020,594
gmi_pls,2021,502
gmi_pls,2022,423
gmi_pls,2023,
ind_min,2003,
ind_min,2004,
ind_min,2005,
ind_min,2006,
ind_min,2007,
ind_min,2008,18299
ind_min,2009,15675
ind_min,2010,17531
ind_min,2011,18164
ind_min,2012,17774
ind_min,2013,15049
ind_min,2014,14945
ind_min,2015,15450
ind_min,2016,16019
ind_min,2017,16242
ind_min,2018,16077
ind_min,2019,13990
ind_min,2020,13038
ind_min,2021,13499
ind_min,2022,12527
ind_min,2023,
stl_met,2003,
stl_met,2004,
stl_met,2005,
stl_met,2006,
stl_met,2007,
stl_met,2008,39519
stl_met,2009,27881
stl_met,2010,37392
stl_met,2011,36805
stl_met,2012,32477
stl_met,2013,32271
stl_met,2014,33172
stl_met,2015,33609
stl_met,2016,34395
stl_met,2017,32578
stl_met,2018,33309
stl_met,2019,36701
stl_met,2020,31539
stl_met,2021,33550
stl_met,2022,34698
stl_met,2023,
ind_met_,2003,
ind_met_,2004,
ind_met_,2005,
ind_met_,2006,
ind_met_,2007,
ind_met_,2008,3552
ind_met_,2009,3271
ind_met_,2010,3307
ind_met_,2011,2961
ind_met_,2012,2967
ind_met_,2013,2844
ind_met_,2014,2810
ind_met_,2015,2650
ind_met_,2016,2511
ind_met_,2017,2593
ind_met_,2018,2369
ind_met_,2019,2681
ind_met_,2020,1989
ind_met_,2021,1994
ind_met_,2022,1823
ind_met_,2023,
ind_dat_ejel,2003,
ind_dat_ejel,2004,
ind_dat_ejel,2005,
ind_dat_ejel,2006,
ind_dat_ejel,2007,
ind_dat_ejel,2008,343
ind_dat_ejel,2009,285
ind_dat_ejel,2010,273
ind_dat_ejel,2011,252
ind_dat_ejel,2012,238
ind_dat_ejel,2013,215
ind_dat_ejel,2014,182
ind_dat_ejel,2015,162
ind_dat_ejel,2016,162
ind_dat_ejel,2017,143
ind_dat_ejel,2018,140
ind_dat_ejel,2019,133
ind_dat_ejel,2020,133
ind_dat_ejel,2021,131
ind_dat_ejel,2022,137
ind_dat_ejel,2023,
ind_elap,2003,
ind_elap,2004,
ind_elap,2005,
ind_elap,2006,
ind_elap,2007,
ind_elap,2008,444
ind_elap,2009,469
ind_elap,2010,659
ind_elap,2011,446
ind_elap,2012,366
ind_elap,2013,360
ind_elap,2014,325
ind_elap,2015,304
ind_elap,2016,321
ind_elap,2017,280
ind_elap,2018,270
ind_elap,2019,247
ind_elap,2020,228
ind_elap,2021,232
ind_elap,2022,216
ind_elap,2023,
elap,2003,
elap,2004,
elap,2005,
elap,2006,
elap,2007,
elap,2008,2285
elap,2009,1878
elap,2010,1940
elap,2011,1830
elap,2012,1753
elap,2013,1702
elap,2014,1600
elap,2015,1748
elap,2016,1732
elap,2017,1667
elap,2018,1547
elap,2019,1419
elap,2020,1263
elap,2021,1430
elap,2022,1274
elap,2023,
ind_mot_vag,2003,
ind_mot_vag,2004,
ind_mot_vag,2005,
ind_mot_vag,2006,
ind_mot_vag,2007,
ind_mot_vag,2008,3403
ind_mot_vag,2009,2758
ind_mot_vag,2010,3145
ind_mot_vag,2011,2824
ind_mot_vag,2012,2667
ind_mot_vag,2013,2813
ind_mot_vag,2014,2322
ind_mot_vag,2015,2342
ind_mot_vag,2016,2044
ind_mot_vag,2017,2318
ind_mot_vag,2018,2388
ind_mot_vag,2019,2215
ind_mot_vag,2020,1778
ind_mot_vag,2021,1844
ind_mot_vag,2022,1523
ind_mot_vag,2023,
ann_transp,2003,
ann_transp,2004,
ann_transp,2005,
ann_transp,2006,
ann_transp,2007,
ann_transp,2008,448
ann_transp,2009,364
ann_transp,2010,386
ann_transp,2011,346
ann_transp,2012,247
ann_transp,2013,244
ann_transp,2014,227
ann_transp,2015,227
ann_transp,2016,268
ann_transp,2017,222
ann_transp,2018,212
ann_transp,2019,227
ann_transp,2020,298
ann_transp,2021,185
ann_transp,2022,154
ann_transp,2023,
tilv_mob,2003,
tilv_mob,2004,
tilv_mob,2005,
tilv_mob,2006,
tilv_mob,2007,
tilv_mob,2008,1004
tilv_mob,2009,845
tilv_mob,2010,927
tilv_mob,2011,883
tilv_mob,2012,842
tilv_mob,2013,856
tilv_mob,2014,777
tilv_mob,2015,694
tilv_mob,2016,641
tilv_mob,2017,603
tilv_mob,2018,532
tilv_mob,2019,558
tilv_mob,2020,509
tilv_mob,2021,582
tilv_mob,2022,491
tilv_mob,2023,
rep_inst,2003,
rep_inst,2004,
rep_inst,2005,
rep_inst,2006,
rep_inst,2007,
rep_inst,2008,989
rep_inst,2009,945
rep_inst,2010,1026
rep_inst,2011,1019
rep_inst,2012,1002
rep_inst,2013,1005
rep_inst,2014,944
rep_inst,2015,938
rep_inst,2016,963
rep_inst,2017,932
rep_inst,2018,883
rep_inst,2019,894
rep_inst,2020,917
rep_inst,2021,915
rep_inst,2022,845
rep_inst,2023,
el_gs_vrm,2003,
el_gs_vrm,2004,
el_gs_vrm,2005,
el_gs_vrm,2006,
el_gs_vrm,2007,
el_gs_vrm,2008,70086
el_gs_vrm,2009,84329
el_gs_vrm,2010,115577
el_gs_vrm,2011,84625
el_gs_vrm,2012,75657
el_gs_vrm,2013,71923
el_gs_vrm,2014,58578
el_gs_vrm,2015,57481
el_gs_vrm,2016,63187
el_gs_vrm,2017,54405
el_gs_vrm,2018,58208
el_gs_vrm,2019,49958
el_gs_vrm,2020,43133
el_gs_vrm,2021,50189
el_gs_vrm,2022,49060
el_gs_vrm,2023,
vtnf,2003,
vtnf,2004,
vtnf,2005,
vtnf,2006,
vtnf,2007,
vtnf,2008,147
vtnf,2009,145
vtnf,2010,173
vtnf,2011,180
vtnf,2012,193
vtnf,2013,201
vtnf,2014,222
vtnf,2015,218
vtnf,2016,199
vtnf,2017,199
vtnf,2018,185
vtnf,2019,200
vtnf,2020,209
vtnf,2021,218
vtnf,2022,176
vtnf,2023,
avl_ren,2003,
avl_ren,2004,
avl_ren,2005,
avl_ren,2006,
avl_ren,2007,
avl_ren,2008,1964
avl_ren,2009,2007
avl_ren,2010,2188
avl_ren,2011,2249
avl_ren,2012,2116
avl_ren,2013,2070
avl_ren,2014,2070
avl_ren,2015,2112
avl_ren,2016,2001
avl_ren,2017,1804
avl_ren,2018,1770
avl_ren,2019,1637
avl_ren,2020,1422
avl_ren,2021,1522
avl_ren,2022,1385
avl_ren,2023,
bygg,2003,
bygg,2004,
bygg,2005,
bygg,2006,
bygg,2007,
bygg,2008,25416
bygg,2009,25210
bygg,2010,26639
bygg,2011,26921
bygg,2012,26070
bygg,2013,25838
bygg,2014,24993
bygg,2015,25779
bygg,2016,25999
bygg,2017,24905
bygg,2018,24630
bygg,2019,25702
bygg,2020,25504
bygg,2021,26559
bygg,2022,23803
bygg,2023,
hand,2003,
hand,2004,
hand,2005,
hand,2006,
hand,2007,
hand,2008,25140
hand,2009,22855
hand,2010,24107
hand,2011,25057
hand,2012,22072
hand,2013,21796
hand,2014,19891
hand,2015,19406
hand,2016,18646
hand,2017,17902
hand,2018,17970
hand,2019,18570
hand,2020,16659
hand,2021,16436
hand,2022,16231
hand,2023,
lnd_transp,2003,
lnd_transp,2004,
lnd_transp,2005,
lnd_transp,2006,
lnd_transp,2007,
lnd_transp,2008,48281
lnd_transp,2009,43949
lnd_transp,2010,45398
lnd_transp,2011,44339
lnd_transp,2012,39567
lnd_transp,2013,36252
lnd_transp,2014,34961
lnd_transp,2015,32184
lnd_transp,2016,28605
lnd_transp,2017,26787
lnd_transp,2018,24941
lnd_transp,2019,24318
lnd_transp,2020,22385
lnd_transp,2021,23101
lnd_transp,2022,20177
lnd_transp,2023,
red,2003,
red,2004,
red,2005,
red,2006,
red,2007,
red,2008,55222
red,2009,48251
red,2010,48710
red,2011,31732
red,2012,23412
red,2013,28578
red,2014,30247
red,2015,40020
red,2016,47854
red,2017,41145
red,2018,43418
red,2019,43493
red,2020,36270
red,2021,37133
red,2022,39926
red,2023,
flg,2003,
flg,2004,
flg,2005,
flg,2006,
flg,2007,
flg,2008,31901
flg,2009,27015
flg,2010,27020
flg,2011,29249
flg,2012,28054
flg,2013,28790
flg,2014,29240
flg,2015,28969
flg,2016,35121
flg,2017,35998
flg,2018,34189
flg,2019,32569
flg,2020,12544
flg,2021,14966
flg,2022,25494
flg,2023,
mag_std_trans,2003,
mag_std_trans,2004,
mag_std_trans,2005,
mag_std_trans,2006,
mag_std_trans,2007,
mag_std_trans,2008,9391
mag_std_trans,2009,10076
mag_std_trans,2010,9455
mag_std_trans,2011,9473
mag_std_trans,2012,8749
mag_std_trans,2013,8533
mag_std_trans,2014,8582
mag_std_trans,2015,8741
mag_std_trans,2016,7863
mag_std_trans,2017,7704
mag_std_trans,2018,7395
mag_std_trans,2019,7803
mag_std_trans,2020,7694
mag_std_trans,2021,8157
mag_std_trans,2022,7589
mag_std_trans,2023,
htl_rest,2003,
htl_rest,2004,
htl_rest,2005,
htl_rest,2006,
htl_rest,2007,
htl_rest,2008,1198
htl_rest,2009,1193
htl_rest,2010,1273
htl_rest,2011,1196
htl_rest,2012,1116
htl_rest,2013,1111
htl_rest,2014,1077
htl_rest,2015,1099
htl_rest,2016,1069
htl_rest,2017,1047
htl_rest,2018,1017
htl_rest,2019,992
htl_rest,2020,926
htl_rest,2021,929
htl_rest,2022,843
htl_rest,2023,
frlg,2003,
frlg,2004,
frlg,2005,
frlg,2006,
frlg,2007,
frlg,2008,261
frlg,2009,258
frlg,2010,256
frlg,2011,236
frlg,2012,216
frlg,2013,203
frlg,2014,177
frlg,2015,160
frlg,2016,142
frlg,2017,135
frlg,2018,129
frlg,2019,119
frlg,2020,105
frlg,2021,99
frlg,2022,86
frlg,2023,
flm_ljd_vid,2003,
flm_ljd_vid,2004,
flm_ljd_vid,2005,
flm_ljd_vid,2006,
flm_ljd_vid,2007,
flm_ljd_vid,2008,332
flm_ljd_vid,2009,307
flm_ljd_vid,2010,323
flm_ljd_vid,2011,314
flm_ljd_vid,2012,279
flm_ljd_vid,2013,256
flm_ljd_vid,2014,258
flm_ljd_vid,2015,247
flm_ljd_vid,2016,229
flm_ljd_vid,2017,214
flm_ljd_vid,2018,207
flm_ljd_vid,2019,196
flm_ljd_vid,2020,194
flm_ljd_vid,2021,193
flm_ljd_vid,2022,177
flm_ljd_vid,2023,
telekom,2003,
telekom,2004,
telekom,2005,
telekom,2006,
telekom,2007,
telekom,2008,564
telekom,2009,474
telekom,2010,467
telekom,2011,480
telekom,2012,379
telekom,2013,360
telekom,2014,348
telekom,2015,312
telekom,2016,301
telekom,2017,271
telekom,2018,271
telekom,2019,265
telekom,2020,260
telekom,2021,256
telekom,2022,236
telekom,2023,
prog_inf,2003,
prog_inf,2004,
prog_inf,2005,
prog_inf,2006,
prog_inf,2007,
prog_inf,2008,1256
prog_inf,2009,1275
prog_inf,2010,1163
prog_inf,2011,1231
prog_inf,2012,1110
prog_inf,2013,1058
prog_inf,2014,988
prog_inf,2015,969
prog_inf,2016,912
prog_inf,2017,893
prog_inf,2018,877
prog_inf,2019,827
prog_inf,2020,736
prog_inf,2021,671
prog_inf,2022,560
prog_inf,2023,
bnk_kred,2003,
bnk_kred,2004,
bnk_kred,2005,
bnk_kred,2006,
bnk_kred,2007,
bnk_kred,2008,611
bnk_kred,2009,526
bnk_kred,2010,875
bnk_kred,2011,863
bnk_kred,2012,954
bnk_kred,2013,903
bnk_kred,2014,848
bnk_kred,2015,908
bnk_kred,2016,900
bnk_kred,2017,939
bnk_kred,2018,898
bnk_kred,2019,899
bnk_kred,2020,866
bnk_kred,2021,1233
bnk_kred,2022,1164
bnk_kred,2023,
frsk_pens,2003,
frsk_pens,2004,
frsk_pens,2005,
frsk_pens,2006,
frsk_pens,2007,
frsk_pens,2008,172
frsk_pens,2009,175
frsk_pens,2010,248
frsk_pens,2011,156
frsk_pens,2012,143
frsk_pens,2013,135
frsk_pens,2014,137
frsk_pens,2015,123
frsk_pens,2016,125
frsk_pens,2017,121
frsk_pens,2018,93
frsk_pens,2019,74
frsk_pens,2020,71
frsk_pens,2021,67
frsk_pens,2022,60
frsk_pens,2023,
serv_frsk,2003,
serv_frsk,2004,
serv_frsk,2005,
serv_frsk,2006,
serv_frsk,2007,
serv_frsk,2008,260
serv_frsk,2009,382
serv_frsk,2010,157
serv_frsk,2011,129
serv_frsk,2012,126
serv_frsk,2013,120
serv_frsk,2014,115
serv_frsk,2015,118
serv_frsk,2016,109
serv_frsk,2017,105
serv_frsk,2018,96
serv_frsk,2019,94
serv_frsk,2020,88
serv_frsk,2021,80
serv_frsk,2022,72
serv_frsk,2023,
fst_frv,2003,
fst_frv,2004,
fst_frv,2005,
fst_frv,2006,
fst_frv,2007,
fst_frv,2008,3986
fst_frv,2009,3817
fst_frv,2010,4407
fst_frv,2011,3658
fst_frv,2012,3213
fst_frv,2013,2880
fst_frv,2014,3032
fst_frv,2015,2902
fst_frv,2016,2854
fst_frv,2017,2638
fst_frv,2018,2591
fst_frv,2019,2593
fst_frv,2020,2429
fst_frv,2021,2384
fst_frv,2022,2180
fst_frv,2023,
jur_ek_hvd,2003,
jur_ek_hvd,2004,
jur_ek_hvd,2005,
jur_ek_hvd,2006,
jur_ek_hvd,2007,
jur_ek_hvd,2008,4179
jur_ek_hvd,2009,3970
jur_ek_hvd,2010,3920
jur_ek_hvd,2011,3969
jur_ek_hvd,2012,3577
jur_ek_hvd,2013,3457
jur_ek_hvd,2014,3355
jur_ek_hvd,2015,3249
jur_ek_hvd,2016,3037
jur_ek_hvd,2017,2860
jur_ek_hvd,2018,2752
jur_ek_hvd,2019,2784
jur_ek_hvd,2020,2552
jur_ek_hvd,2021,1977
jur_ek_hvd,2022,1741
jur_ek_hvd,2023,
ark_tek_vet,2003,
ark_tek_vet,2004,
ark_tek_vet,2005,
ark_tek_vet,2006,
ark_tek_vet,2007,
ark_tek_vet,2008,2109
ark_tek_vet,2009,2110
ark_tek_vet,2010,2127
ark_tek_vet,2011,2114
ark_tek_vet,2012,1985
ark_tek_vet,2013,1933
ark_tek_vet,2014,1835
ark_tek_vet,2015,1863
ark_tek_vet,2016,1768
ark_tek_vet,2017,1755
ark_tek_vet,2018,1753
ark_tek_vet,2019,1738
ark_tek_vet,2020,1655
ark_tek_vet,2021,1568
ark_tek_vet,2022,1366
ark_tek_vet,2023,
rek_mrknd,2003,
rek_mrknd,2004,
rek_mrknd,2005,
rek_mrknd,2006,
rek_mrknd,2007,
rek_mrknd,2008,1230
rek_mrknd,2009,1230
rek_mrknd,2010,1194
rek_mrknd,2011,1208
rek_mrknd,2012,1111
rek_mrknd,2013,1055
rek_mrknd,2014,1025
rek_mrknd,2015,1025
rek_mrknd,2016,966
rek_mrknd,2017,931
rek_mrknd,2018,913
rek_mrknd,2019,878
rek_mrknd,2020,808
rek_mrknd,2021,781
rek_mrknd,2022,675
rek_mrknd,2023,
uthyr,2003,
uthyr,2004,
uthyr,2005,
uthyr,2006,
uthyr,2007,
uthyr,2008,2864
uthyr,2009,3181
uthyr,2010,3500
uthyr,2011,3581
uthyr,2012,3405
uthyr,2013,3836
uthyr,2014,3133
uthyr,2015,3272
uthyr,2016,3284
uthyr,2017,3185
uthyr,2018,3421
uthyr,2019,3564
uthyr,2020,3281
uthyr,2021,3412
uthyr,2022,3226
uthyr,2023,
arbf_res,2003,
arbf_res,2004,
arbf_res,2005,
arbf_res,2006,
arbf_res,2007,
arbf_res,2008,3068
arbf_res,2009,2995
arbf_res,2010,3370
arbf_res,2011,3538
arbf_res,2012,3291
arbf_res,2013,3323
arbf_res,2014,3166
arbf_res,2015,3200
arbf_res,2016,3014
arbf_res,2017,2998
arbf_res,2018,2980
arbf_res,2019,2992
arbf_res,2020,2914
arbf_res,2021,2932
arbf_res,2022,2650
arbf_res,2023,
utbild,2003,
utbild,2004,
utbild,2005,
utbild,2006,
utbild,2007,
utbild,2008,972
utbild,2009,985
utbild,2010,1022
utbild,2011,986
utbild,2012,931
utbild,2013,924
utbild,2014,908
utbild,2015,917
utbild,2016,865
utbild,2017,837
utbild,2018,836
utbild,2019,832
utbild,2020,778
utbild,2021,769
utbild,2022,689
utbild,2023,
hls_sjkvrd,2003,
hls_sjkvrd,2004,
hls_sjkvrd,2005,
hls_sjkvrd,2006,
hls_sjkvrd,2007,
hls_sjkvrd,2008,781
hls_sjkvrd,2009,793
hls_sjkvrd,2010,751
hls_sjkvrd,2011,767
hls_sjkvrd,2012,742
hls_sjkvrd,2013,703
hls_sjkvrd,2014,665
hls_sjkvrd,2015,660
hls_sjkvrd,2016,640
hls_sjkvrd,2017,618
hls_sjkvrd,2018,589
hls_sjkvrd,2019,559
hls_sjkvrd,2020,517
hls_sjkvrd,2021,497
hls_sjkvrd,2022,423
hls_sjkvrd,2023,
vrd_oms,2003,
vrd_oms,2004,
vrd_oms,2005,
vrd_oms,2006,
vrd_oms,2007,
vrd_oms,2008,389
vrd_oms,2009,403
vrd_oms,2010,430
vrd_oms,2011,450
vrd_oms,2012,431
vrd_oms,2013,433
vrd_oms,2014,429
vrd_oms,2015,455
vrd_oms,2016,466
vrd_oms,2017,441
vrd_oms,2018,424
vrd_oms,2019,390
vrd_oms,2020,365
vrd_oms,2021,361
vrd_oms,2022,319
vrd_oms,2023,
kult_frit,2003,
kult_frit,2004,
kult_frit,2005,
kult_frit,2006,
kult_frit,2007,
kult_frit,2008,1990
kult_frit,2009,2003
kult_frit,2010,2043
kult_frit,2011,2119
kult_frit,2012,2014
kult_frit,2013,1975
kult_frit,2014,1935
kult_frit,2015,1949
kult_frit,2016,1841
kult_frit,2017,1826
kult_frit,2018,1732
kult_frit,2019,1745
kult_frit,2020,1639
kult_frit,2021,1633
kult_frit,2022,1531
kult_frit,2023,
ann_serv,2003,
ann_serv,2004,
ann_serv,2005,
ann_serv,2006,
ann_serv,2007,
ann_serv,2008,1905
ann_serv,2009,1813
ann_serv,2010,1980
ann_serv,2011,2060
ann_serv,2012,1788
ann_serv,2013,1719
ann_serv,2014,1734
ann_serv,2015,1642
ann_serv,2016,1594
ann_serv,2017,1492
ann_serv,2018,1460
ann_serv,2019,1429
ann_serv,2020,1370
ann_serv,2021,1325
ann_serv,2022,1208
ann_serv,2023,
int_org,2003,
int_org,2004,
int_org,2005,
int_org,2006,
int_org,2007,
int_org,2008,0
int_org,2009,0
int_org,2010,0
int_org,2011,0
int_org,2012,0
int_org,2013,0
int_org,2014,0
int_org,2015,0
int_org,2016,0
int_org,2017,0
int_org,2018,0
int_org,2019,5
int_org,2020,4
int_org,2021,4
int_org,2022,4
int_org,2023,
off_sek,2003,
off_sek,2004,
off_sek,2005,
off_sek,2006,
off_sek,2007,
off_sek,2008,7930
off_sek,2009,7584
off_sek,2010,7936
off_sek,2011,6987
off_sek,2012,7095
off_sek,2013,6185
off_sek,2014,5825
off_sek,2015,5736
off_sek,2016,5607
off_sek,2017,5294
off_sek,2018,5179
off_sek,2019,5774
off_sek,2020,5613
off_sek,2021,5504
off_sek,2022,5125
off_sek,2023,
hsh_icke,2003,
hsh_icke,2004,
hsh_icke,2005,
hsh_icke,2006,
hsh_icke,2007,
hsh_icke,2008,298
hsh_icke,2009,291
hsh_icke,2010,307
hsh_icke,2011,297
hsh_icke,2012,295
hsh_icke,2013,284
hsh_icke,2014,281
hsh_icke,2015,282
hsh_icke,2016,259
hsh_icke,2017,247
hsh_icke,2018,239
hsh_icke,2019,243
hsh_icke,2020,219
hsh_icke,2021,210
hsh_icke,2022,188
hsh_icke,2023,
priv_kom,2003,
priv_kom,2004,
priv_kom,2005,
priv_kom,2006,
priv_kom,2007,
priv_kom,2008,149705
priv_kom,2009,149717
priv_kom,2010,147118
priv_kom,2011,136833
priv_kom,2012,131608
priv_kom,2013,130265
priv_kom,2014,128776
priv_kom,2015,131255
priv_kom,2016,127839
priv_kom,2017,125963
priv_kom,2018,121159
priv_kom,2019,117483
priv_kom,2020,109510
priv_kom,2021,109814
priv_kom,2022,97693
priv_kom,2023,
