sni_id,year,vaxt_int
bygg,2023,
hand_g,2000,
hand_g,2001,
hand_g,2002,
hand_g,2003,
hand_g,2004,
hand_g,2005,
hand_g,2006,
hand_g,2007,
hand_g,2008,0.0028388714593663
hand_g,2009,
hand_g,2010,
hand_g,2011,
hand_g,2012,
hand_g,2013,
hand_g,2014,
hand_g,2015,
hand_g,2016,
hand_g,2017,
hand_g,2018,
hand_g,2019,0.0019372451668939
hand_g,2020,
hand_g,2021,
hand_g,2022,
hand_g,2023,
landtransportforetag_rort,2000,
landtransportforetag_rort,2001,
landtransportforetag_rort,2002,
landtransportforetag_rort,2003,
landtransportforetag_rort,2004,
landtransportforetag_rort,2005,
landtransportforetag_rort,2006,
landtransportforetag_rort,2007,
landtransportforetag_rort,2008,0.00280280462821961
landtransportforetag_rort,2009,
landtransportforetag_rort,2010,
landtransportforetag_rort,2011,
landtransportforetag_rort,2012,
landtransportforetag_rort,2013,
landtransportforetag_rort,2014,
landtransportforetag_rort,2015,
landtransportforetag_rort,2016,
landtransportforetag_rort,2017,
landtransportforetag_rort,2018,
landtransportforetag_rort,2019,0.00156508012256889
landtransportforetag_rort,2020,
landtransportforetag_rort,2021,
landtransportforetag_rort,2022,
landtransportforetag_rort,2023,
rederier,2000,
rederier,2001,
rederier,2002,
rederier,2003,
rederier,2004,
rederier,2005,
rederier,2006,
rederier,2007,
rederier,2008,0.00245009222089449
rederier,2009,
rederier,2010,
rederier,2011,
rederier,2012,
rederier,2013,
rederier,2014,
rederier,2015,
rederier,2016,
rederier,2017,
rederier,2018,
rederier,2019,0.00155329582991857
rederier,2020,
rederier,2021,
rederier,2022,
rederier,2023,
flygbolag,2000,
flygbolag,2001,
flygbolag,2002,
flygbolag,2003,
flygbolag,2004,
flygbolag,2005,
flygbolag,2006,
flygbolag,2007,
flygbolag,2008,0.00229643985830673
flygbolag,2009,
flygbolag,2010,
flygbolag,2011,
flygbolag,2012,
flygbolag,2013,
flygbolag,2014,
flygbolag,2015,
flygbolag,2016,
flygbolag,2017,
flygbolag,2018,
flygbolag,2019,0.00121678695253888
flygbolag,2020,
flygbolag,2021,
flygbolag,2022,
flygbolag,2023,
magasinering,2000,
magasinering,2001,
magasinering,2002,
magasinering,2003,
magasinering,2004,
magasinering,2005,
magasinering,2006,
magasinering,2007,
magasinering,2008,0.00213506345926274
magasinering,2009,
magasinering,2010,
magasinering,2011,
magasinering,2012,
magasinering,2013,
magasinering,2014,
magasinering,2015,
magasinering,2016,
magasinering,2017,
magasinering,2018,
magasinering,2019,0.0011383590281431
magasinering,2020,
magasinering,2021,
magasinering,2022,
magasinering,2023,
hotell_rest_i,2000,
hotell_rest_i,2001,
hotell_rest_i,2002,
hotell_rest_i,2003,
hotell_rest_i,2004,
hotell_rest_i,2005,
hotell_rest_i,2006,
hotell_rest_i,2007,
hotell_rest_i,2008,0.00194017097747885
hotell_rest_i,2009,
hotell_rest_i,2010,
hotell_rest_i,2011,
hotell_rest_i,2012,
hotell_rest_i,2013,
hotell_rest_i,2014,
hotell_rest_i,2015,
hotell_rest_i,2016,
hotell_rest_i,2017,
hotell_rest_i,2018,
hotell_rest_i,2019,0.000994893965237253
hotell_rest_i,2020,
hotell_rest_i,2021,
hotell_rest_i,2022,
hotell_rest_i,2023,
forlag,2000,
forlag,2001,
forlag,2002,
forlag,2003,
forlag,2004,
forlag,2005,
forlag,2006,
forlag,2007,
forlag,2008,0.00167542259441281
forlag,2009,
forlag,2010,
forlag,2011,
forlag,2012,
forlag,2013,
forlag,2014,
forlag,2015,
forlag,2016,
forlag,2017,
forlag,2018,
forlag,2019,0.00095960035821372
forlag,2020,
forlag,2021,
forlag,2022,
forlag,2023,
film_vide_j,2000,
film_vide_j,2001,
film_vide_j,2002,
film_vide_j,2003,
film_vide_j,2004,
film_vide_j,2005,
film_vide_j,2006,
film_vide_j,2007,
film_vide_j,2008,0.00166316286500449
film_vide_j,2009,
film_vide_j,2010,
film_vide_j,2011,
film_vide_j,2012,
film_vide_j,2013,
film_vide_j,2014,
film_vide_j,2015,
film_vide_j,2016,
film_vide_j,2017,
film_vide_j,2018,
film_vide_j,2019,0.000908539627596251
film_vide_j,2020,
film_vide_j,2021,
film_vide_j,2022,
film_vide_j,2023,
telekommunikation_j,2000,
telekommunikation_j,2001,
telekommunikation_j,2002,
telekommunikation_j,2003,
telekommunikation_j,2004,
telekommunikation_j,2005,
telekommunikation_j,2006,
telekommunikation_j,2007,
telekommunikation_j,2008,0.00148830988372938
telekommunikation_j,2009,
telekommunikation_j,2010,
telekommunikation_j,2011,
telekommunikation_j,2012,
telekommunikation_j,2013,
telekommunikation_j,2014,
telekommunikation_j,2015,
telekommunikation_j,2016,
telekommunikation_j,2017,
telekommunikation_j,2018,
telekommunikation_j,2019,0.000884479609387218
telekommunikation_j,2020,
telekommunikation_j,2021,
telekommunikation_j,2022,
telekommunikation_j,2023,
dataprogrammering_data,2000,
dataprogrammering_data,2001,
dataprogrammering_data,2002,
dataprogrammering_data,2003,
dataprogrammering_data,2004,
dataprogrammering_data,2005,
dataprogrammering_data,2006,
dataprogrammering_data,2007,
dataprogrammering_data,2008,0.00146812271533459
dataprogrammering_data,2009,
dataprogrammering_data,2010,
dataprogrammering_data,2011,
dataprogrammering_data,2012,
dataprogrammering_data,2013,
dataprogrammering_data,2014,
dataprogrammering_data,2015,
dataprogrammering_data,2016,
dataprogrammering_data,2017,
dataprogrammering_data,2018,
dataprogrammering_data,2019,0.000841064401712314
dataprogrammering_data,2020,
dataprogrammering_data,2021,
dataprogrammering_data,2022,
dataprogrammering_data,2023,
banker,2000,
banker,2001,
banker,2002,
banker,2003,
banker,2004,
banker,2005,
banker,2006,
banker,2007,
banker,2008,0.00143868605979095
banker,2009,
banker,2010,
banker,2011,
banker,2012,
banker,2013,
banker,2014,
banker,2015,
banker,2016,
banker,2017,
banker,2018,
banker,2019,0.000570507248071077
banker,2020,
banker,2021,
banker,2022,
banker,2023,
forsakrings,2000,
forsakrings,2001,
forsakrings,2002,
forsakrings,2003,
forsakrings,2004,
forsakrings,2005,
forsakrings,2006,
forsakrings,2007,
forsakrings,2008,0.0013585382072123
forsakrings,2009,
forsakrings,2010,
forsakrings,2011,
forsakrings,2012,
forsakrings,2013,
forsakrings,2014,
forsakrings,2015,
forsakrings,2016,
forsakrings,2017,
forsakrings,2018,
forsakrings,2019,0.000569768084131075
forsakrings,2020,
forsakrings,2021,
forsakrings,2022,
forsakrings,2023,
serviceforetag_fin,2000,
serviceforetag_fin,2001,
serviceforetag_fin,2002,
serviceforetag_fin,2003,
serviceforetag_fin,2004,
serviceforetag_fin,2005,
serviceforetag_fin,2006,
serviceforetag_fin,2007,
serviceforetag_fin,2008,0.00134475308841573
serviceforetag_fin,2009,
serviceforetag_fin,2010,
serviceforetag_fin,2011,
serviceforetag_fin,2012,
serviceforetag_fin,2013,
serviceforetag_fin,2014,
serviceforetag_fin,2015,
serviceforetag_fin,2016,
serviceforetag_fin,2017,
serviceforetag_fin,2018,
serviceforetag_fin,2019,0.000539774489465973
serviceforetag_fin,2020,
serviceforetag_fin,2021,
serviceforetag_fin,2022,
serviceforetag_fin,2023,
fastighetsbolag_g,2000,
fastighetsbolag_g,2001,
fastighetsbolag_g,2002,
fastighetsbolag_g,2003,
fastighetsbolag_g,2004,
fastighetsbolag_g,2005,
fastighetsbolag_g,2006,
fastighetsbolag_g,2007,
fastighetsbolag_g,2008,0.00112780922176085
fastighetsbolag_g,2009,
fastighetsbolag_g,2010,
fastighetsbolag_g,2011,
fastighetsbolag_g,2012,
fastighetsbolag_g,2013,
fastighetsbolag_g,2014,
fastighetsbolag_g,2015,
fastighetsbolag_g,2016,
fastighetsbolag_g,2017,
fastighetsbolag_g,2018,
fastighetsbolag_g,2019,0.00052178667316604
fastighetsbolag_g,2020,
fastighetsbolag_g,2021,
fastighetsbolag_g,2022,
fastighetsbolag_g,2023,
juridisk_ek,2000,
juridisk_ek,2001,
juridisk_ek,2002,
juridisk_ek,2003,
juridisk_ek,2004,
juridisk_ek,2005,
juridisk_ek,2006,
juridisk_ek,2007,
juridisk_ek,2008,0.000999494775026216
juridisk_ek,2009,
juridisk_ek,2010,
juridisk_ek,2011,
juridisk_ek,2012,
juridisk_ek,2013,
juridisk_ek,2014,
juridisk_ek,2015,
juridisk_ek,2016,
juridisk_ek,2017,
juridisk_ek,2018,
juridisk_ek,2019,0.000479032847963575
juridisk_ek,2020,
juridisk_ek,2021,
juridisk_ek,2022,
juridisk_ek,2023,
arkitekt_tekn,2000,
arkitekt_tekn,2001,
arkitekt_tekn,2002,
arkitekt_tekn,2003,
arkitekt_tekn,2004,
arkitekt_tekn,2005,
arkitekt_tekn,2006,
arkitekt_tekn,2007,
arkitekt_tekn,2008,0.000973039656816497
arkitekt_tekn,2009,
arkitekt_tekn,2010,
arkitekt_tekn,2011,
arkitekt_tekn,2012,
arkitekt_tekn,2013,
arkitekt_tekn,2014,
arkitekt_tekn,2015,
arkitekt_tekn,2016,
arkitekt_tekn,2017,
arkitekt_tekn,2018,
arkitekt_tekn,2019,0.000447580161478629
arkitekt_tekn,2020,
arkitekt_tekn,2021,
arkitekt_tekn,2022,
arkitekt_tekn,2023,
reklam_und,2000,
reklam_und,2001,
reklam_und,2002,
reklam_und,2003,
reklam_und,2004,
reklam_und,2005,
reklam_und,2006,
reklam_und,2007,
reklam_und,2008,0.000972394359329668
reklam_und,2009,
reklam_und,2010,
reklam_und,2011,
reklam_und,2012,
reklam_und,2013,
reklam_und,2014,
reklam_und,2015,
reklam_und,2016,
reklam_und,2017,
reklam_und,2018,
reklam_und,2019,0.000430901784134425
reklam_und,2020,
reklam_und,2021,
reklam_und,2022,
reklam_und,2023,
uthyrningsfirmor,2000,
uthyrningsfirmor,2001,
uthyrningsfirmor,2002,
uthyrningsfirmor,2003,
uthyrningsfirmor,2004,
uthyrningsfirmor,2005,
uthyrningsfirmor,2006,
uthyrningsfirmor,2007,
uthyrningsfirmor,2008,0.000927375506559842
uthyrningsfirmor,2009,
uthyrningsfirmor,2010,
uthyrningsfirmor,2011,
uthyrningsfirmor,2012,
uthyrningsfirmor,2013,
uthyrningsfirmor,2014,
uthyrningsfirmor,2015,
uthyrningsfirmor,2016,
uthyrningsfirmor,2017,
uthyrningsfirmor,2018,
uthyrningsfirmor,2019,0.000413007316876452
uthyrningsfirmor,2020,
uthyrningsfirmor,2021,
uthyrningsfirmor,2022,
uthyrningsfirmor,2023,
arbetsformedling_rese,2000,
arbetsformedling_rese,2001,
arbetsformedling_rese,2002,
arbetsformedling_rese,2003,
arbetsformedling_rese,2004,
arbetsformedling_rese,2005,
arbetsformedling_rese,2006,
arbetsformedling_rese,2007,
arbetsformedling_rese,2008,0.00063289784014343
arbetsformedling_rese,2009,
arbetsformedling_rese,2010,
arbetsformedling_rese,2011,
arbetsformedling_rese,2012,
arbetsformedling_rese,2013,
arbetsformedling_rese,2014,
arbetsformedling_rese,2015,
arbetsformedling_rese,2016,
arbetsformedling_rese,2017,
arbetsformedling_rese,2018,
arbetsformedling_rese,2019,0.000400894299869876
arbetsformedling_rese,2020,
arbetsformedling_rese,2021,
arbetsformedling_rese,2022,
arbetsformedling_rese,2023,
offentlig_forv,2000,
offentlig_forv,2001,
offentlig_forv,2002,
offentlig_forv,2003,
offentlig_forv,2004,
offentlig_forv,2005,
offentlig_forv,2006,
offentlig_forv,2007,
offentlig_forv,2008,0.000605424478228337
offentlig_forv,2009,
offentlig_forv,2010,
offentlig_forv,2011,
offentlig_forv,2012,
offentlig_forv,2013,
offentlig_forv,2014,
offentlig_forv,2015,
offentlig_forv,2016,
offentlig_forv,2017,
offentlig_forv,2018,
offentlig_forv,2019,0.000364724955944162
offentlig_forv,2020,
offentlig_forv,2021,
offentlig_forv,2022,
offentlig_forv,2023,
utbildning,2000,
utbildning,2001,
utbildning,2002,
utbildning,2003,
utbildning,2004,
utbildning,2005,
utbildning,2006,
utbildning,2007,
utbildning,2008,0.000600485847473261
utbildning,2009,
utbildning,2010,
utbildning,2011,
utbildning,2012,
utbildning,2013,
utbildning,2014,
utbildning,2015,
utbildning,2016,
utbildning,2017,
utbildning,2018,
utbildning,2019,0.000313454294356244
utbildning,2020,
utbildning,2021,
utbildning,2022,
utbildning,2023,
halso,2000,
halso,2001,
halso,2002,
halso,2003,
halso,2004,
halso,2005,
halso,2006,
halso,2007,
halso,2008,0.0004324202844396
halso,2009,
halso,2010,
halso,2011,
halso,2012,
halso,2013,
halso,2014,
halso,2015,
halso,2016,
halso,2017,
halso,2018,
halso,2019,0.000305896007042008
halso,2020,
halso,2021,
halso,2022,
halso,2023,
vard,2000,
vard,2001,
vard,2002,
vard,2003,
vard,2004,
vard,2005,
vard,2006,
vard,2007,
vard,2008,0.000331995369332589
vard,2009,
vard,2010,
vard,2011,
vard,2012,
vard,2013,
vard,2014,
vard,2015,
vard,2016,
vard,2017,
vard,2018,
vard,2019,0.000273347999645352
vard,2020,
vard,2021,
vard,2022,
vard,2023,
kultur_noje,2000,
kultur_noje,2001,
kultur_noje,2002,
kultur_noje,2003,
kultur_noje,2004,
kultur_noje,2005,
kultur_noje,2006,
kultur_noje,2007,
kultur_noje,2008,0.000205399229403845
kultur_noje,2009,
kultur_noje,2010,
kultur_noje,2011,
kultur_noje,2012,
kultur_noje,2013,
kultur_noje,2014,
kultur_noje,2015,
kultur_noje,2016,
kultur_noje,2017,
kultur_noje,2018,
kultur_noje,2019,9.20266885956503e-05
kultur_noje,2020,
kultur_noje,2021,
kultur_noje,2022,
kultur_noje,2023,
annan_serv,2000,
annan_serv,2001,
annan_serv,2002,
annan_serv,2003,
annan_serv,2004,
annan_serv,2005,
annan_serv,2006,
annan_serv,2007,
annan_serv,2008,0.000198359937395254
annan_serv,2009,
annan_serv,2010,
annan_serv,2011,
annan_serv,2012,
annan_serv,2013,
annan_serv,2014,
annan_serv,2015,
annan_serv,2016,
annan_serv,2017,
annan_serv,2018,
annan_serv,2019,8.99522101590874e-05
annan_serv,2020,
annan_serv,2021,
annan_serv,2022,
annan_serv,2023,
